status,ticket_id,priority,channel,topic,agent_group,agent_name,created_time,first_response_time,resolution_time,survey_results,product_group,support_level,country,creation_hours,first_response_hours,response_hours,SLA_status
Closed,3563,Medium,Chat,Product setup,1st line support,Sheela Cutten,2023-11-10 00:57:33,2023-11-10 00:57:54,2023-11-14 17:09:40,3,Ready to use Software,Tier 1,Italy,0.96,0.97,0.01,Compliant
Closed,3565,Low,Email,Other,2nd line support,Adolpho Messingham,2023-11-10 12:56:25,2023-11-10 13:48:39,2023-11-11 22:40:13,3,Ready to use Software,Tier 2,Italy,12.94,13.81,0.87,Compliant
Closed,3566,Low,Phone,Product setup,1st line support,Nicola Wane,2023-11-10 23:46:05,2023-11-10 23:47:17,2023-11-11 22:08:42,3,Ready to use Software,Tier 1,Austria,23.77,23.79,0.02,Compliant
Closed,3567,High,Email,Product setup,1st line support,Bernard Beckley,2023-11-10 11:46:55,2023-11-10 11:57:57,2023-11-10 16:12:35,4,Other,Tier 1,Czech Republic,11.78,11.97,0.18,Compliant
Resolved,3568,Low,Chat,Product setup,1st line support,Sheela Cutten,2023-11-10 06:58:51,2023-11-10 07:00:15,2023-11-11 01:54:48,,Other,Tier 1,Germany,6.98,7.00,0.02,Compliant
Closed,3569,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-11-11 00:40:59,2023-11-11 00:57:40,2023-11-13 04:51:56,4,Custom software development,Tier 1,Bulgaria,0.68,0.96,0.28,Compliant
Closed,3570,Low,Email,Feature request,1st line support,Kristos Westoll,2023-11-11 08:50:21,2023-11-11 09:45:28,2023-11-12 08:41:12,5,Other,Tier 1,Italy,8.84,9.76,0.92,Compliant
Resolved,3571,High,Phone,Feature request,1st line support,Nicola Wane,2023-11-11 00:34:31,2023-11-11 00:37:58,2023-11-12 20:55:25,,Ready to use Software,Tier 1,Poland,0.58,0.63,0.06,Compliant
Closed,3572,Low,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,2023-11-11 20:11:44,2023-11-11 20:12:05,2023-11-12 18:22:56,5,Ready to use Software,Tier 1,Bulgaria,20.20,20.20,0.01,Compliant
Closed,3573,High,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-11-11 00:18:43,2023-11-11 00:51:59,2023-11-12 04:58:08,3,Ready to use Software,Tier 1,Austria,0.31,0.87,0.55,Compliant
Closed,3574,Medium,Email,Other,1st line support,Connor Danielovitch,2023-11-12 10:50:47,2023-11-12 11:19:55,2023-11-15 08:29:25,3,Ready to use Software,Tier 1,Czech Republic,10.85,11.33,0.49,Compliant
Closed,3575,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,2023-11-12 00:16:05,2023-11-12 00:27:52,2023-11-12 16:28:14,5,Ready to use Software,Tier 1,Slovenia,0.27,0.46,0.20,Compliant
Closed,3576,Low,Email,Product setup,2nd line support,Adolpho Messingham,2023-11-12 16:48:39,2023-11-12 17:37:36,2023-11-13 14:20:56,5,Training and Consulting Services,Tier 2,Republic of Ireland,16.81,17.63,0.82,Compliant
Resolved,3584,Medium,Phone,Feature request,1st line support,Connor Danielovitch,2023-11-13 16:51:30,2023-11-13 16:53:01,2023-11-15 10:20:37,,Other,Tier 1,France,16.86,16.88,0.03,Compliant
In progress,3585,Low,Email,Product setup,1st line support,Sheela Cutten,2023-11-13 15:05:45,2023-11-13 15:55:46,,,Ready to use Software,Tier 1,Poland,15.10,15.93,0.83,Compliant
In progress,3586,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-11-13 08:27:15,2023-11-13 08:59:25,,,Custom software development,Tier 1,Republic of Ireland,8.45,8.99,0.54,Compliant
Closed,3587,Low,Email,Pricing and licensing,2nd line support,Michele Whyatt,2023-11-13 09:31:45,2023-11-13 10:23:52,2023-11-14 22:05:56,4,Training and Consulting Services,Tier 2,United Kingdom,9.53,10.40,0.87,Compliant
Resolved,3588,High,Chat,Product setup,1st line support,Sheela Cutten,2023-11-13 23:03:20,2023-11-13 23:03:42,2023-11-14 11:15:16,,Ready to use Software,Tier 1,United Kingdom,23.06,23.06,0.01,Compliant
Closed,3589,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-11-13 11:46:21,2023-11-13 11:58:27,2023-11-15 03:39:50,4,Ready to use Software,Tier 1,Bulgaria,11.77,11.97,0.20,Compliant
In progress,3590,Low,Chat,Product setup,2nd line support,Adolpho Messingham,2023-11-13 04:21:58,2023-11-13 04:25:49,,,Custom software development,Tier 2,Germany,4.37,4.43,0.06,Compliant
Closed,3591,Medium,Email,Feature request,1st line support,Bernard Beckley,2023-11-14 09:45:25,2023-11-14 10:36:07,2023-11-19 00:10:52,5,Ready to use Software,Tier 1,Germany,9.76,10.60,0.84,Compliant
Closed,3592,High,Phone,Product setup,1st line support,Bernard Beckley,2023-11-14 12:05:31,2023-11-14 12:05:33,2023-11-17 03:30:31,5,Ready to use Software,Tier 1,Poland,12.09,12.09,0.00,Compliant
In progress,3593,Low,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-11-14 05:07:29,2023-11-14 05:09:04,,,Custom software development,Tier 1,Italy,5.12,5.15,0.03,Compliant
Closed,3594,Low,Email,Feature request,1st line support,Bernard Beckley,2023-11-14 16:11:11,2023-11-14 17:08:21,2023-11-15 16:52:02,3,Ready to use Software,Tier 1,Italy,16.19,17.14,0.95,Compliant
In progress,3595,Low,Email,Training request,1st line support,Bernard Beckley,2023-11-14 09:01:58,2023-11-14 09:53:19,,,Training and Consulting Services,Tier 1,Slovenia,9.03,9.89,0.86,Compliant
Closed,3596,High,Email,Product setup,1st line support,Nicola Wane,2023-11-14 21:15:29,2023-11-14 22:00:15,2023-11-16 16:54:01,4,Ready to use Software,Tier 1,Spain,21.26,22.00,0.75,Compliant
Resolved,3597,Medium,Phone,Pricing and licensing,2nd line support,Adolpho Messingham,2023-11-14 05:20:32,2023-11-14 05:22:17,2023-11-15 19:11:06,,Ready to use Software,Tier 2,United Kingdom,5.34,5.37,0.03,Compliant
In progress,3598,High,Email,Product setup,1st line support,Bernard Beckley,2023-11-14 02:14:10,2023-11-14 03:06:58,,,Ready to use Software,Tier 1,Bulgaria,2.24,3.12,0.88,Compliant
Resolved,3599,High,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-11-14 05:51:57,2023-11-14 05:52:11,2023-11-18 05:17:44,,Ready to use Software,Tier 1,Czech Republic,5.87,5.87,0.00,Compliant
Resolved,3600,Low,Email,Product setup,1st line support,Kristos Westoll,2023-11-15 13:43:51,2023-11-15 14:40:46,2023-11-16 08:14:47,,Other,Tier 1,Republic of Ireland,13.73,14.68,0.95,Compliant
Closed,3601,Low,Phone,Pricing and Licensing,1st line support,Connor Danielovitch,2023-11-15 19:04:12,2023-11-15 19:06:39,2023-11-16 12:15:04,5,Custom software development,Tier 1,Slovenia,19.07,19.11,0.04,Compliant
In progress,3602,Medium,Chat,Product setup,1st line support,Connor Danielovitch,2023-11-15 16:13:20,2023-11-15 16:14:51,,,Training and Consulting Services,Tier 1,United Kingdom,16.22,16.25,0.03,Compliant
In progress,3603,Low,Chat,Pricing and licensing,2nd line support,Heather Urry,2023-11-15 15:32:02,2023-11-15 15:36:41,,,Ready to use Software,Tier 2,United Kingdom,15.53,15.61,0.08,Compliant
Closed,3604,Low,Email,Bug report,1st line support,Bernard Beckley,2023-11-15 22:41:22,2023-11-15 23:16:34,2023-11-16 17:00:00,4,Ready to use Software,Tier 1,United Kingdom,22.69,23.28,0.59,Compliant
In progress,3605,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-11-15 08:13:13,2023-11-15 09:57:35,,,Other,Tier 1,Poland,8.22,9.96,1.74,Compliant
Resolved,3606,Low,Email,Feature request,1st line support,Nicola Wane,2023-11-15 19:48:19,2023-11-15 19:56:51,2023-11-17 22:03:12,,Ready to use Software,Tier 1,Greece,19.81,19.95,0.14,Compliant
Closed,3607,Medium,Chat,Other,1st line support,Bernard Beckley,2023-11-15 17:46:50,2023-11-15 17:47:24,2023-11-16 12:53:29,5,Training and Consulting Services,Tier 1,United Kingdom,17.78,17.79,0.01,Compliant
Closed,3608,Low,Chat,Product setup,1st line support,Connor Danielovitch,2023-11-16 14:57:42,2023-11-16 14:59:14,2023-11-19 05:59:55,3,Ready to use Software,Tier 1,United Kingdom,14.96,14.99,0.03,Compliant
Closed,3609,Low,Email,Product setup,1st line support,Sheela Cutten,2023-11-16 02:43:21,2023-11-16 03:31:44,2023-11-17 18:07:26,4,Ready to use Software,Tier 1,Greece,2.72,3.53,0.81,Compliant
In progress,3610,Medium,Chat,Purchasing and invoicing,2nd line support,Adolpho Messingham,2023-11-16 12:28:46,2023-11-16 12:30:14,,,Ready to use Software,Tier 2,Germany,12.48,12.50,0.02,Compliant
Closed,3611,High,Email,Pricing and licensing,1st line support,Nicola Wane,2023-11-16 05:59:23,2023-11-16 06:01:10,2023-11-17 05:49:31,4,Custom software development,Tier 1,Germany,5.99,6.02,0.03,Compliant
Closed,3612,Low,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-11-16 16:11:44,2023-11-16 16:12:45,2023-11-16 19:28:26,4,Training and Consulting Services,Tier 1,Poland,16.20,16.21,0.02,Compliant
Resolved,3613,Low,Chat,Pricing and licensing,2nd line support,Michele Whyatt,2023-11-16 03:18:36,2023-11-16 03:19:04,2023-11-20 07:19:08,,Custom software development,Tier 2,Republic of Ireland,3.31,3.32,0.01,Compliant
Closed,3614,Low,Email,Product setup,2nd line support,Heather Urry,2023-11-16 00:09:43,2023-11-16 00:56:30,2023-11-20 17:00:25,2,Training and Consulting Services,Tier 2,Poland,0.16,0.94,0.78,Compliant
In progress,3615,Low,Chat,Training request,1st line support,Connor Danielovitch,2023-11-17 21:49:34,2023-11-17 21:50:52,,,Training and Consulting Services,Tier 1,Bulgaria,21.83,21.85,0.02,Compliant
In progress,3616,Low,Email,Feature request,1st line support,Nicola Wane,2023-11-17 05:21:24,2023-11-17 05:33:49,,,Ready to use Software,Tier 1,United Kingdom,5.36,5.56,0.21,Compliant
Resolved,3617,Medium,Email,Product setup,2nd line support,Adolpho Messingham,2023-11-17 07:52:27,2023-11-17 08:23:56,2023-11-18 06:09:16,,Other,Tier 2,Slovenia,7.87,8.40,0.52,Compliant
Closed,3618,Medium,Email,Feature request,1st line support,Kristos Westoll,2023-11-17 19:40:21,2023-11-17 19:55:00,2023-11-19 18:21:28,5,Ready to use Software,Tier 1,France,19.67,19.92,0.24,Compliant
Closed,3619,Medium,Email,Feature request,1st line support,Connor Danielovitch,2023-11-17 10:04:40,2023-11-17 10:22:14,2023-11-20 05:46:45,5,Custom software development,Tier 1,Czech Republic,10.08,10.37,0.29,Compliant
Resolved,3620,Low,Email,Pricing and Licensing,1st line support,Sheela Cutten,2023-11-17 20:00:23,2023-11-17 20:39:52,2023-11-18 07:32:23,,Custom software development,Tier 1,Czech Republic,20.01,20.66,0.66,Compliant
Closed,3621,Low,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-11-17 15:36:27,2023-11-17 15:36:49,2023-11-18 12:34:35,3,Custom software development,Tier 1,Italy,15.61,15.61,0.01,Compliant
Closed,3622,Low,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-11-17 10:27:31,2023-11-17 10:29:28,2023-11-18 01:21:37,5,Other,Tier 1,Germany,10.46,10.49,0.03,Compliant
Closed,3628,Low,Chat,Bug report,2nd line support,Michele Whyatt,2023-11-18 02:08:40,2023-11-18 02:09:50,2023-11-18 03:13:35,1,Other,Tier 2,Spain,2.14,2.16,0.02,Compliant
Closed,3629,Low,Chat,Purchasing and invoicing,1st line support,Bernard Beckley,2023-11-18 11:16:30,2023-11-18 11:16:31,2023-11-18 13:07:03,2,Other,Tier 1,United Kingdom,11.28,11.28,0.00,Compliant
Resolved,3630,Medium,Email,Purchasing and invoicing,1st line support,Kristos Westoll,2023-11-18 20:23:28,2023-11-18 20:41:39,2023-11-19 16:14:03,,Ready to use Software,Tier 1,Slovenia,20.39,20.69,0.30,Compliant
Resolved,3631,Low,Phone,Product setup,1st line support,Connor Danielovitch,2023-11-19 20:03:12,2023-11-19 20:04:19,2023-11-20 01:58:39,,Ready to use Software,Tier 1,Spain,20.05,20.07,0.02,Compliant
Closed,3632,Low,Phone,Feature request,1st line support,Nicola Wane,2023-11-19 01:53:46,2023-11-19 01:54:36,2023-11-20 21:23:51,4,Ready to use Software,Tier 1,Slovenia,1.90,1.91,0.01,Compliant
Resolved,3633,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-11-19 01:06:29,2023-11-19 01:26:22,2023-11-21 02:14:29,,Training and Consulting Services,Tier 1,Spain,1.11,1.44,0.33,Compliant
Resolved,3634,Low,Email,Feature request,1st line support,Sheela Cutten,2023-11-19 07:13:50,2023-11-19 08:02:04,2023-11-24 22:46:56,,Custom software development,Tier 1,Germany,7.23,8.03,0.80,Compliant
Closed,3641,Low,Phone,Pricing and licensing,1st line support,Bernard Beckley,2023-11-19 08:01:12,2023-11-19 08:01:18,2023-11-22 22:07:21,2,Other,Tier 1,Italy,8.02,8.02,0.00,Compliant
Closed,3642,Medium,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-11-20 21:50:19,2023-11-20 22:24:15,2023-11-22 01:22:30,4,Other,Tier 1,Germany,21.84,22.40,0.57,Compliant
Closed,3643,Low,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-11-20 15:38:44,2023-11-20 15:38:53,2023-11-21 13:26:19,3,Other,Tier 1,Slovenia,15.65,15.65,0.00,Compliant
In progress,3644,High,Phone,Product setup,1st line support,Bernard Beckley,2023-11-20 04:03:51,2023-11-20 04:04:24,,,Ready to use Software,Tier 1,Italy,4.06,4.07,0.01,Compliant
Closed,3646,High,Email,Feature request,1st line support,Bernard Beckley,2023-11-20 08:48:59,2023-11-20 09:00:30,2023-11-21 23:28:41,5,Custom software development,Tier 1,Slovenia,8.82,9.01,0.19,Compliant
Closed,3647,Low,Email,Product setup,2nd line support,Michele Whyatt,2023-11-20 16:00:41,2023-11-20 16:16:14,2023-11-22 01:08:54,4,Ready to use Software,Tier 2,Italy,16.01,16.27,0.26,Compliant
Resolved,3648,High,Chat,Product setup,1st line support,Sheela Cutten,2023-11-20 06:00:11,2023-11-20 06:00:46,2023-11-20 10:33:01,,Training and Consulting Services,Tier 1,Germany,6.00,6.01,0.01,Compliant
In progress,3649,Medium,Email,Bug report,1st line support,Connor Danielovitch,2023-11-20 19:02:57,2023-11-20 19:07:08,,,Ready to use Software,Tier 1,France,19.05,19.12,0.07,Compliant
Closed,3650,Medium,Email,Feature request,1st line support,Connor Danielovitch,2023-11-21 07:35:59,2023-11-21 07:43:19,2023-11-23 02:01:22,5,Other,Tier 1,Germany,7.60,7.72,0.12,Compliant
Closed,3651,Low,Email,Bug report,2nd line support,Heather Urry,2023-11-21 00:03:06,2023-11-21 00:54:29,2023-11-21 13:40:19,4,Other,Tier 2,Republic of Ireland,0.05,0.91,0.86,Compliant
Closed,3652,Low,Chat,Feature request,1st line support,Kristos Westoll,2023-11-21 22:55:54,2023-11-21 22:57:09,2023-11-26 12:28:44,4,Custom software development,Tier 1,United Kingdom,22.93,22.95,0.02,Compliant
Closed,3653,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-11-21 06:59:06,2023-11-21 06:59:39,2023-11-21 19:03:07,5,Custom software development,Tier 1,Poland,6.99,6.99,0.01,Compliant
Closed,3654,Medium,Chat,Feature request,2nd line support,Adolpho Messingham,2023-11-21 19:03:23,2023-11-21 19:08:34,2023-11-22 02:22:59,3,Ready to use Software,Tier 2,Bulgaria,19.06,19.14,0.09,Compliant
Closed,3655,High,Email,Product setup,1st line support,Kristos Westoll,2023-11-21 23:09:47,2023-11-21 23:25:51,2023-11-23 20:08:59,3,Ready to use Software,Tier 1,Italy,23.16,23.43,0.27,Compliant
Closed,3656,Medium,Chat,Other,1st line support,Connor Danielovitch,2023-11-21 06:29:06,2023-11-21 06:30:53,2023-11-23 20:16:13,3,Other,Tier 1,Spain,6.49,6.51,0.03,Compliant
Closed,3657,High,Chat,Pricing and licensing,1st line support,Kristos Westoll,2023-11-21 15:47:44,2023-11-21 15:47:55,2023-11-27 00:27:45,4,Ready to use Software,Tier 1,Italy,15.80,15.80,0.00,Compliant
Resolved,3658,Medium,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,2023-11-22 09:08:52,2023-11-22 09:10:06,2023-11-23 09:27:43,,Custom software development,Tier 1,Austria,9.15,9.17,0.02,Compliant
Resolved,3659,High,Chat,Pricing and licensing,2nd line support,Michele Whyatt,2023-11-22 04:35:34,2023-11-22 04:36:03,2023-11-22 19:39:26,,Ready to use Software,Tier 2,Czech Republic,4.59,4.60,0.01,Compliant
In progress,3660,Low,Email,Product setup,1st line support,Nicola Wane,2023-11-22 15:51:37,2023-11-22 16:32:07,,,Ready to use Software,Tier 1,Italy,15.86,16.54,0.68,Compliant
Closed,3661,High,Chat,Feature request,2nd line support,Adolpho Messingham,2023-11-22 09:38:49,2023-11-22 09:42:58,2023-11-23 03:16:37,3,Custom software development,Tier 2,United Kingdom,9.65,9.72,0.07,Compliant
Closed,3662,High,Chat,Pricing and Licensing,1st line support,Bernard Beckley,2023-11-22 11:28:44,2023-11-22 11:29:15,2023-11-22 14:09:16,3,Custom software development,Tier 1,Poland,11.48,11.49,0.01,Compliant
Closed,3663,Low,Email,Pricing and Licensing,1st line support,Nicola Wane,2023-11-22 06:02:56,2023-11-22 10:44:09,2023-11-22 23:17:22,4,Custom software development,Tier 1,Poland,6.05,10.74,4.69,Breached
Closed,3664,Medium,Chat,Product setup,2nd line support,Adolpho Messingham,2023-11-22 23:44:36,2023-11-22 23:45:25,2023-11-23 13:28:32,4,Ready to use Software,Tier 2,Poland,23.74,23.76,0.01,Compliant
Resolved,3665,Low,Chat,Product setup,2nd line support,Heather Urry,2023-11-22 14:26:53,2023-11-22 14:28:05,2023-11-25 19:50:05,,Custom software development,Tier 2,Poland,14.45,14.47,0.02,Compliant
In progress,3669,Low,Chat,Pricing and licensing,1st line support,Connor Danielovitch,2023-11-23 06:42:07,2023-11-23 06:43:29,,,Ready to use Software,Tier 1,Germany,6.70,6.72,0.02,Compliant
Resolved,3670,Medium,Chat,Bug report,1st line support,Bernard Beckley,2023-11-23 19:35:42,2023-11-23 19:36:30,2023-11-27 08:54:07,,Custom software development,Tier 1,Italy,19.60,19.61,0.01,Compliant
Resolved,3671,High,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-11-23 05:58:08,2023-11-23 05:58:24,2023-11-23 13:18:37,,Ready to use Software,Tier 1,Poland,5.97,5.97,0.00,Compliant
Resolved,3672,Low,Chat,Purchasing and invoicing,2nd line support,Michele Whyatt,2023-11-23 10:29:17,2023-11-23 10:30:21,2023-11-23 16:37:46,,Training and Consulting Services,Tier 2,Czech Republic,10.49,10.51,0.02,Compliant
Closed,3673,Medium,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-11-23 10:29:18,2023-11-23 11:27:40,2023-11-26 16:12:58,5,Ready to use Software,Tier 1,Greece,10.49,11.46,0.97,Compliant
Resolved,3674,Low,Chat,Feature request,1st line support,Nicola Wane,2023-11-24 00:20:37,2023-11-24 00:21:07,2023-11-25 12:24:19,,Ready to use Software,Tier 1,France,0.34,0.35,0.01,Compliant
Closed,3675,Low,Email,Other,1st line support,Bernard Beckley,2023-11-24 10:39:39,2023-11-24 10:43:58,2023-11-26 00:25:24,2,Training and Consulting Services,Tier 1,Poland,10.66,10.73,0.07,Compliant
Resolved,3677,High,Email,Product setup,2nd line support,Michele Whyatt,2023-11-24 01:46:54,2023-11-24 02:16:10,2023-11-24 09:10:04,,Ready to use Software,Tier 2,Austria,1.78,2.27,0.49,Compliant
Closed,3678,Medium,Email,Bug report,1st line support,Nicola Wane,2023-11-24 14:47:52,2023-11-24 15:34:43,2023-11-24 21:03:39,3,Ready to use Software,Tier 1,Germany,14.80,15.58,0.78,Compliant
Resolved,3679,Medium,Email,Training request,2nd line support,Heather Urry,2023-11-24 02:11:22,2023-11-24 02:12:08,2023-11-29 21:57:52,,Training and Consulting Services,Tier 2,Poland,2.19,2.20,0.01,Compliant
Closed,3680,High,Email,Other,1st line support,Sheela Cutten,2023-11-24 23:36:32,2023-11-25 00:33:14,2023-11-25 05:02:36,5,Training and Consulting Services,Tier 1,Italy,23.61,0.55,23.06,Breached
Closed,3681,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-11-24 10:27:27,2023-11-24 11:07:17,2023-11-29 12:33:08,2,Custom software development,Tier 1,Germany,10.46,11.12,0.66,Compliant
Closed,3682,Low,Phone,Feature request,1st line support,Bernard Beckley,2023-11-24 11:18:52,2023-11-24 11:22:47,2023-11-25 02:11:57,4,Custom software development,Tier 1,United Kingdom,11.31,11.38,0.07,Compliant
Resolved,3683,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-11-24 04:11:59,2023-11-24 04:33:06,2023-11-25 04:58:04,,Ready to use Software,Tier 1,Republic of Ireland,4.20,4.55,0.35,Compliant
Closed,3684,Low,Chat,Product setup,2nd line support,Adolpho Messingham,2023-11-24 07:46:27,2023-11-24 07:46:47,2023-11-24 08:54:21,4,Ready to use Software,Tier 2,Germany,7.77,7.78,0.01,Compliant
Resolved,3685,Low,Chat,Product setup,1st line support,Kristos Westoll,2023-11-24 15:45:32,2023-11-24 15:47:40,2023-11-27 02:18:29,,Ready to use Software,Tier 1,Italy,15.76,15.79,0.04,Compliant
Closed,3686,Low,Chat,Bug report,1st line support,Kristos Westoll,2023-11-25 19:03:37,2023-11-25 19:03:42,2023-11-25 21:58:55,4,Ready to use Software,Tier 1,Germany,19.06,19.06,0.00,Compliant
Resolved,3693,High,Chat,Bug report,1st line support,Kristos Westoll,2023-11-25 11:16:49,2023-11-25 11:17:42,2023-11-25 23:40:03,,Ready to use Software,Tier 1,Czech Republic,11.28,11.30,0.01,Compliant
In progress,3695,Low,Chat,Feature request,1st line support,Nicola Wane,2023-11-26 16:49:41,2023-11-26 16:51:04,,,Ready to use Software,Tier 1,Poland,16.83,16.85,0.02,Compliant
Closed,3696,Low,Chat,Product setup,2nd line support,Adolpho Messingham,2023-11-26 02:11:43,2023-11-26 02:13:26,2023-11-26 18:12:17,5,Custom software development,Tier 2,Austria,2.20,2.22,0.03,Compliant
Closed,3697,Medium,Email,Product setup,2nd line support,Michele Whyatt,2023-11-27 14:51:28,2023-11-27 14:56:34,2023-11-28 05:17:54,1,Ready to use Software,Tier 2,France,14.86,14.94,0.09,Compliant
Closed,3698,High,Email,Product setup,1st line support,Sheela Cutten,2023-11-27 09:25:50,2023-11-27 10:21:39,2023-11-29 15:47:20,4,Ready to use Software,Tier 1,Italy,9.43,10.36,0.93,Compliant
Resolved,3699,Medium,Email,Bug report,2nd line support,Adolpho Messingham,2023-11-27 03:24:46,2023-11-27 04:22:33,2023-11-30 18:53:19,,Custom software development,Tier 2,United Kingdom,3.41,4.38,0.96,Compliant
In progress,3700,High,Chat,Feature request,1st line support,Bernard Beckley,2023-11-27 07:00:19,2023-11-27 07:05:57,,,Custom software development,Tier 1,Italy,7.01,7.10,0.09,Compliant
Closed,3701,High,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-11-27 14:41:58,2023-11-27 15:39:51,2023-11-29 11:08:48,4,Custom software development,Tier 1,United Kingdom,14.70,15.66,0.96,Compliant
Closed,3703,Low,Email,Pricing and Licensing,1st line support,Nicola Wane,2023-11-27 20:44:12,2023-11-27 21:14:16,2023-11-28 13:17:30,4,Custom software development,Tier 1,United Kingdom,20.74,21.24,0.50,Compliant
Resolved,3704,High,Chat,Product setup,2nd line support,Michele Whyatt,2023-11-27 06:31:14,2023-11-27 06:31:53,2023-12-02 05:33:10,,Ready to use Software,Tier 2,Italy,6.52,6.53,0.01,Compliant
Closed,3705,Low,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,2023-11-27 04:05:38,2023-11-27 04:06:21,2023-11-28 01:48:32,2,Other,Tier 1,Poland,4.09,4.11,0.01,Compliant
Closed,3706,Low,Email,Bug report,1st line support,Bernard Beckley,2023-11-27 01:35:50,2023-11-27 02:23:12,2023-11-27 04:07:47,2,Training and Consulting Services,Tier 1,Germany,1.60,2.39,0.79,Compliant
Resolved,3707,Low,Email,Product setup,1st line support,Sheela Cutten,2023-11-28 01:50:18,2023-11-28 02:26:29,2023-12-03 14:32:58,,Ready to use Software,Tier 1,Italy,1.84,2.44,0.60,Compliant
Resolved,3708,Medium,Email,Purchasing and invoicing,2nd line support,Adolpho Messingham,2023-11-28 02:08:15,2023-11-28 02:43:20,2023-11-28 04:33:22,,Custom software development,Tier 2,France,2.14,2.72,0.58,Compliant
Closed,3709,Low,Email,Feature request,1st line support,Sheela Cutten,2023-11-28 10:37:48,2023-11-28 13:17:35,2023-12-03 09:03:44,3,Other,Tier 1,Italy,10.63,13.29,2.66,Compliant
In progress,3710,Low,Email,Product setup,1st line support,Sheela Cutten,2023-11-28 07:52:47,2023-11-28 08:30:36,,,Ready to use Software,Tier 1,Italy,7.88,8.51,0.63,Compliant
Resolved,3711,Low,Email,Product setup,1st line support,Nicola Wane,2023-11-28 18:20:48,2023-11-28 18:59:12,2023-11-29 23:37:00,,Ready to use Software,Tier 1,Slovenia,18.35,18.99,0.64,Compliant
Closed,3712,High,Email,Feature request,2nd line support,Adolpho Messingham,2023-11-29 02:28:15,2023-11-29 02:34:01,2023-11-29 22:23:25,1,Custom software development,Tier 2,Poland,2.47,2.57,0.10,Compliant
In progress,3713,Low,Email,Bug report,1st line support,Connor Danielovitch,2023-11-29 15:15:55,2023-11-29 15:33:57,,,Ready to use Software,Tier 1,Greece,15.27,15.57,0.30,Compliant
Closed,3715,Medium,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,2023-11-29 04:46:58,2023-11-29 04:48:13,2023-11-29 20:39:33,2,Other,Tier 1,Poland,4.78,4.80,0.02,Compliant
In progress,3716,Low,Chat,Product setup,1st line support,Nicola Wane,2023-11-29 03:34:33,2023-11-29 03:34:38,,,Training and Consulting Services,Tier 1,France,3.58,3.58,0.00,Compliant
Resolved,3717,Medium,Phone,Pricing and Licensing,1st line support,Sheela Cutten,2023-11-29 13:23:18,2023-11-29 13:24:58,2023-11-30 15:16:03,,Custom software development,Tier 1,Germany,13.39,13.42,0.03,Compliant
In progress,3718,Medium,Chat,Feature request,1st line support,Bernard Beckley,2023-11-29 11:04:30,2023-11-29 11:04:43,,,Custom software development,Tier 1,Italy,11.08,11.08,0.00,Compliant
Closed,3719,Medium,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-11-29 02:12:23,2023-11-29 02:13:01,2023-11-30 19:10:47,4,Training and Consulting Services,Tier 1,Germany,2.21,2.22,0.01,Compliant
Closed,3720,Medium,Phone,Feature request,1st line support,Connor Danielovitch,2023-11-29 03:46:33,2023-11-29 03:47:40,2023-11-30 00:57:54,5,Ready to use Software,Tier 1,Poland,3.78,3.79,0.02,Compliant
Closed,3721,High,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-11-29 00:31:07,2023-11-29 00:59:46,2023-11-30 06:00:46,5,Ready to use Software,Tier 1,Bulgaria,0.52,1.00,0.48,Compliant
Closed,3722,Low,Phone,Pricing and licensing,1st line support,Sheela Cutten,2023-11-29 12:46:20,2023-11-29 12:46:49,2023-12-01 09:30:32,3,Other,Tier 1,Czech Republic,12.77,12.78,0.01,Compliant
Closed,3723,Low,Email,Feature request,1st line support,Bernard Beckley,2023-11-29 20:07:50,2023-11-29 20:21:10,2023-11-29 21:45:05,3,Custom software development,Tier 1,United Kingdom,20.13,20.35,0.22,Compliant
